Id,SalePrice
1461,115206.021595
1462,157944.183091
1463,186101.476208
1464,193457.879667
1465,175341.432779
1466,185450.270324
1467,166545.265736
1468,177205.719353
1469,186335.575536
1470,139416.684276
1471,152056.684266
1472,101836.449702
1473,108777.805942
1474,136045.278621
1475,97557.6512475
1476,289287.457425
1477,310440.573945
1478,306201.814883
1479,371210.414238
1480,381933.355378
1481,354167.537288
1482,217199.533438
1483,184164.692315
1484,179989.033149
1485,196091.904256
1486,199284.765737
1487,283543.446306
1488,210349.838775
1489,188387.710973
1490,229611.295898
1491,190933.724446
1492,90899.5042868
1493,207014.258217
1494,262289.526217
1495,237807.568845
1496,223959.831775
1497,185245.971905
1498,192167.467342
1499,159106.956063
1500,191510.730936
1501,164082.027455
1502,176786.413893
1503,255708.008783
1504,231055.889791
1505,239480.152829
1506,151804.908083
1507,229187.550702
1508,218438.04121
1509,168530.547929
1510,134396.335735
1511,150733.893492
1512,150711.179544
1513,142107.316638
1514,140394.407053
1515,156045.686151
1516,153285.598415
1517,163145.561869
1518,145516.308818
1519,200049.979461
1520,136846.849104
1521,127681.44518
1522,167015.856646
1523,126654.368457
1524,111203.082799
1525,121499.557803
1526,107888.065756
1527,106628.353191
1528,128050.181063
1529,151058.449627
1530,192205.945666
1531,153538.125416
1532,96368.8371361
1533,119890.977107
1534,124570.809949
1535,145600.779044
1536,126613.278056
1537,97286.1124252
1538,133928.324871
1539,144196.507742
1540,109207.885647
1541,137665.841557
1542,154227.443171
1543,192654.588724
1544,103282.577801
1545,122832.412836
1546,146464.838563
1547,147321.979386
1548,120905.414861
1549,112321.319303
1550,132472.217933
1551,94480.793923
1552,134695.343828
1553,154258.082903
1554,113656.083628
1555,156127.54634
1556,118821.401296
1557,93817.1230863
1558,123694.773761
1559,114909.187699
1560,155200.133446
1561,129938.999333
1562,131051.525266
1563,128382.557509
1564,163828.284428
1565,158653.825229
1566,210799.408885
1567,91715.5247136
1568,260716.608491
1569,171383.482105
1570,138820.063295
1571,133586.839806
1572,132130.730728
1573,209720.668426
1574,126749.558818
1575,215303.430659
1576,247228.380581
1577,203710.36768
1578,137208.144099
1579,169234.864261
1580,231288.499893
1581,137592.561195
1582,132260.477926
1583,269624.141447
1584,217038.158495
1585,140237.91922
1586,76247.0865435
1587,101452.853432
1588,131711.923141
1589,95981.441087
1590,127995.436237
1591,76838.8344242
1592,123860.264441
1593,137227.981945
1594,133741.092566
1595,151549.641385
1596,223186.208294
1597,167174.808315
1598,211386.706314
1599,150304.782048
1600,164401.79167
1601,82304.2257628
1602,154909.766197
1603,88042.9209667
1604,231329.190252
1605,276834.348948
1606,172859.992771
1607,156400.796062
1608,248009.396087
1609,191170.803542
1610,187983.19077
1611,149673.246187
1612,187504.48374
1613,201500.955709
1614,148472.007863
1615,102185.826845
1616,83898.4437885
1617,107665.051247
1618,107258.279165
1619,147922.876886
1620,214172.627612
1621,166173.8227
1622,151411.893198
1623,247065.588338
1624,230781.477375
1625,127125.306266
1626,183874.271108
1627,185763.247337
1628,287030.540888
1629,173888.345856
1630,244161.620028
1631,246698.347197
1632,204064.208843
1633,186313.295228
1634,194393.510544
1635,176905.317024
1636,156576.511942
1637,179796.979434
1638,210604.75947
1639,191251.735308
1640,210673.335734
1641,152584.073082
1642,256819.665375
1643,218515.875777
1644,263138.930852
1645,179756.800081
1646,165342.742094
1647,171821.374578
1648,134139.338169
1649,134054.59973
1650,103460.850113
1651,133327.307336
1652,101983.807249
1653,111095.231897
1654,136637.263367
1655,121799.623543
1656,169462.756915
1657,137534.889263
1658,145304.051094
1659,118731.362404
1660,180388.607395
1661,353747.318794
1662,346416.37479
1663,317551.64578
1664,375304.449226
1665,281111.296776
1666,377247.25531
1667,371845.803821
1668,362628.908824
1669,281137.513209
1670,336521.413633
1671,311150.790704
1672,366783.434662
1673,304330.467781
1674,263617.880276
1675,194910.058522
1676,221905.783238
1677,211131.675857
1678,420040.495826
1679,401515.990262
1680,354597.741291
1681,229778.138464
1682,342567.202817
1683,214067.668902
1684,183611.605905
1685,160094.735872
1686,194125.696775
1687,185676.449585
1688,196822.907619
1689,197021.553756
1690,197710.211924
1691,181153.480008
1692,232328.413909
1693,211947.265538
1694,181389.476521
1695,190841.08104
1696,221246.191871
1697,195978.999385
1698,333428.817046
1699,378140.15273
1700,254306.16563
1701,249600.266151
1702,233528.734929
1703,261739.062058
1704,273065.398905
1705,280484.937572
1706,338766.407259
1707,248193.659903
1708,219943.222063
1709,269415.495242
1710,205991.610414
1711,290198.009991
1712,301056.818883
1713,246707.891775
1714,200228.40501
1715,218368.753819
1716,163258.431313
1717,173981.556048
1718,151094.952982
1719,229817.316853
1720,262989.324768
1721,174271.56156
1722,148597.951328
1723,154580.107395
1724,199931.243829
1725,218030.945069
1726,192115.501346
1727,154356.296811
1728,193082.551824
1729,180587.343055
1730,165742.688694
1731,122323.544837
1732,116660.550189
1733,108196.097735
1734,121754.860868
1735,122361.157539
