Id,SalePrice
1461,127906.1643
1462,142777.97807
1463,173915.830288
1464,187708.990772
1465,173462.212448
1466,176238.35923
1467,189234.804082
1468,174326.76831
1469,168174.839484
1470,121543.419057
1471,202094.153449
1472,109597.984415
1473,112313.351299
1474,156983.589758
1475,116865.633183
1476,316633.761521
1477,251766.354722
1478,330833.643308
1479,308522.115153
1480,492162.665589
1481,316471.256125
1482,189070.260015
1483,192675.84408
1484,174969.026342
1485,196920.999254
1486,182571.314281
1487,332330.173267
1488,225154.592662
1489,196802.847898
1490,259526.149594
1491,202777.43642
1492,91676.5172536
1493,203048.292439
1494,308625.272004
1495,274855.385446
1496,223278.878102
1497,155758.377731
1498,167772.335552
1499,160832.923997
1500,157448.296269
1501,187484.738688
1502,167307.690654
1503,291875.16187
1504,238926.661926
1505,234861.927392
1506,161095.888229
1507,235330.368853
1508,175580.537152
1509,141158.651476
1510,130226.681637
1511,147856.558036
1512,162378.270272
1513,126575.09255
1514,157307.873267
1515,177516.613222
1516,124479.48282
1517,171519.680814
1518,129715.519248
1519,240103.718269
1520,123020.180644
1521,123021.8553
1522,192567.784257
1523,102798.948602
1524,100443.685857
1525,108195.168739
1526,113711.654607
1527,104011.151993
1528,118454.047802
1529,147254.083497
1530,148805.471703
1531,158338.557569
1532,97546.5532457
1533,137350.7591
1534,115677.499437
1535,171100.324533
1536,119568.070695
1537,106798.962209
1538,161088.396977
1539,180662.81293
1540,139748.8371
1541,135919.079383
1542,140359.393597
1543,179364.049665
1544,112100.902809
1545,97475.1082889
1546,152681.689658
1547,144186.979678
1548,95063.2167339
1549,117770.982932
1550,132060.236825
1551,129124.06453
1552,167648.968471
1553,131712.343354
1554,108625.723031
1555,157251.002459
1556,100312.441625
1557,96705.336972
1558,91717.5405243
1559,94884.1747584
1560,170517.306232
1561,133499.649547
1562,135267.555333
1563,105550.377159
1564,165208.843165
1565,168460.36141
1566,200658.974662
1567,90704.4779551
1568,217224.458769
1569,169346.978864
1570,140714.453831
1571,136911.797121
1572,141886.7973
1573,193215.044682
1574,120230.500676
1575,221116.420038
1576,293019.101305
1577,202139.146125
1578,128646.474527
1579,156887.214066
1580,201573.274519
1581,144807.680352
1582,132337.106766
1583,333906.146601
1584,218286.711312
1585,151989.701562
1586,79608.6876444
1587,112408.302072
1588,131230.136641
1589,121412.630043
1590,127423.809744
1591,115102.173154
1592,131472.381653
1593,144977.795244
1594,103975.114134
1595,134113.695937
1596,206596.373837
1597,207171.541857
1598,174479.596174
1599,173876.221155
1600,161973.778151
1601,85419.3758654
1602,118771.918405
1603,74034.6792619
1604,261154.521619
1605,267726.137439
1606,172294.642289
1607,152832.035483
1608,241331.663217
1609,167540.404916
1610,151433.47568
1611,162980.936755
1612,178284.743111
1613,192796.584095
1614,122487.105374
1615,101253.956678
1616,92860.5204082
1617,104011.277691
1618,123494.997138
1619,144579.876924
1620,167655.271364
1621,131299.928245
1622,131327.773539
1623,214100.403797
1624,202940.106463
1625,106390.298525
1626,172561.881554
1627,189270.542642
1628,269764.335973
1629,181679.420715
1630,289788.013371
1631,179724.81656
1632,195122.611317
1633,171172.569511
1634,197009.596141
1635,179908.913342
1636,178998.966206
1637,209812.361146
1638,220517.989745
1639,170306.609449
1640,224181.96115
1641,178320.295875
1642,234027.950582
1643,193667.852996
1644,224736.569347
1645,185491.66654
1646,167422.547114
1647,138076.407656
1648,106133.614539
1649,148543.79158
1650,124748.012667
1651,134386.790251
1652,119353.590406
1653,110218.492552
1654,147591.576424
1655,149588.770839
1656,158750.006238
1657,152765.704995
1658,150313.530908
1659,116475.872455
1660,164840.415264
1661,549147.709955
1662,357713.084129
1663,337081.242625
1664,525503.468095
1665,298221.147784
1666,324477.13474
1667,334004.558915
1668,320084.346673
1669,257546.059153
1670,309247.657108
1671,249796.945022
1672,498947.010888
1673,297965.011691
1674,250051.057885
1675,196167.752177
1676,193700.222022
1677,209809.906604
1678,465793.534479
1679,388516.364122
1680,282202.340678
1681,223235.093033
1682,310659.206499
1683,185012.22586
1684,187991.811682
1685,178297.814035
1686,174879.765504
1687,165449.956604
1688,192616.144606
1689,186597.574657
1690,201849.385298
1691,194791.11775
1692,270891.538087
1693,173536.583038
1694,180844.304231
1695,154129.52605
1696,269109.040266
1697,155095.689568
1698,339231.098757
1699,329644.879993
1700,223248.279129
1701,259869.03495
1702,252502.942604
1703,303233.711106
1704,314384.482834
1705,218734.300493
1706,409416.785621
1707,219367.012319
1708,203722.020619
1709,269856.251233
1710,235984.703433
1711,267634.133468
1712,224289.31251
1713,280009.938935
1714,201104.399154
1715,208348.087326
1716,168157.953945
1717,175563.645509
1718,121620.707681
1719,218288.091271
1720,202113.968477
1721,172451.747614
1722,119295.418251
1723,174721.613757
1724,212748.245461
1725,222561.226068
1726,180752.319992
1727,154589.96786
1728,188622.780115
1729,162568.159011
1730,145869.198733
1731,130793.923012
1732,128392.145513
1733,114847.039405
1734,124424.771263
1735,124954.626187
1736,114225.401382
1737,234325.29148
1738,205645.825307
1739,290942.293846
1740,223575.857205
1741,210295.472443
1742,169181.677238
1743,194677.882969
1744,229689.740093
1745,203747.881775
1746,200276.876817
1747,212489.379807
1748,220255.371049
1749,165124.827548
1750,129896.508432
1751,222747.491025
1752,111261.232726
1753,127088.328784
1754,225821.44221
1755,156371.645069
1756,131824.634646
1757,125724.893618
1758,135274.374332
1759,167441.83295
1760,194042.303499
1761,172809.877973
1762,184725.296876
1763,145601.123474
1764,110162.340959
1765,138149.043124
1766,163907.28397
1767,232204.064998
1768,122253.841475
1769,161482.017136
1770,144486.050037
1771,108980.975523
1772,121791.105403
1773,156127.515341
1774,120880.349346
1775,129802.988726
1776,131647.11281
1777,95783.7327046
1778,133348.175394
1779,94895.5883574
1780,164520.724252
1781,121734.449023
1782,91792.6368315
1783,138666.294824
1784,102620.701179
1785,128813.339241
1786,142480.193746
1787,142673.076836
1788,66094.8071078
1789,103519.580039
1790,81690.0984235
1791,168634.35033
1792,140248.937999
1793,121453.430385
1794,152241.340556
1795,133693.266239
1796,106644.116598
1797,121492.848232
