Id,SalePrice
1461,124037.265757
1462,161281.025462
1463,182606.568729
1464,195092.777948
1465,186915.065511
1466,171349.145551
1467,176782.649711
1468,168108.484753
1469,173534.045838
1470,122417.640017
1471,196424.928866
1472,100577.353268
1473,97453.0060276
1474,158872.653577
1475,128797.426559
1476,398979.325679
1477,257694.603673
1478,296266.235994
1479,247354.900294
1480,510538.852626
1481,296394.186176
1482,211097.211237
1483,171034.287761
1484,166409.848431
1485,179243.961178
1486,199378.81428
1487,341389.554595
1488,234572.521666
1489,215585.147289
1490,230623.729725
1491,184383.417805
1492,90513.7661757
1493,180072.286003
1494,301845.759098
1495,268552.169747
1496,231961.104581
1497,170857.934121
1498,159410.115914
1499,157100.099206
1500,144200.491175
1501,180588.118341
1502,150539.342912
1503,302797.199881
1504,238889.665021
1505,218943.015997
1506,181001.315868
1507,248916.394296
1508,189563.754056
1509,163015.440304
1510,142048.563047
1511,146364.140925
1512,172752.911635
1513,143542.783431
1514,178683.096057
1515,204085.132091
1516,145490.767474
1517,160459.340785
1518,128713.941721
1519,229724.867668
1520,134216.555007
1521,137654.942228
1522,176390.707121
1523,108676.136654
1524,125564.375405
1525,121827.788683
1526,112991.924709
1527,96261.367457
1528,144129.073211
1529,140577.324903
1530,174549.134533
1531,94773.0324499
1532,106289.117701
1533,160649.351085
1534,119128.885476
1535,157407.114397
1536,117862.22217
1537,60810.0337195
1538,179295.319141
1539,192052.813359
1540,81577.8276785
1541,150585.057984
1542,146978.963114
1543,229107.059774
1544,83569.52251
1545,105685.538027
1546,130910.35378
1547,148589.898022
1548,141195.563071
1549,115250.566127
1550,141545.60237
1551,117342.13017
1552,138804.937946
1553,162831.020803
1554,103591.159813
1555,173567.470217
1556,78376.2966088
1557,110921.641447
1558,97448.4649866
1559,87765.8739814
1560,141911.158385
1561,142333.909273
1562,129440.855261
1563,122786.668458
1564,147386.95645
1565,151427.002399
1566,234064.417485
1567,69993.6203897
1568,223176.687573
1569,118611.791746
1570,127756.152948
1571,119257.319825
1572,149749.486129
1573,231815.729258
1574,105102.350755
1575,208240.739669
1576,234991.31893
1577,199973.198882
1578,141767.748318
1579,132292.036067
1580,193573.387083
1581,159199.253787
1582,128304.307953
1583,334356.814135
1584,228398.66922
1585,141116.099784
1586,79224.5555854
1587,96343.7051566
1588,144889.108944
1589,101325.980231
1590,133058.96347
1591,91934.8315082
1592,121089.477322
1593,129918.535456
1594,133193.796873
1595,106141.129748
1596,247283.81056
1597,184989.08751
1598,217284.757425
1599,176687.18737
1600,176325.490836
1601,67923.4711991
1602,110780.862138
1603,83085.2032018
1604,284957.928915
1605,247720.717769
1606,168534.525838
1607,195280.198732
1608,196785.324094
1609,192903.966774
1610,157181.72917
1611,136217.433456
1612,174182.822986
1613,161548.067824
1614,124268.941607
1615,89450.5953965
1616,68481.5962506
1617,97519.7733664
1618,129628.312265
1619,145571.900646
1620,159871.03819
1621,141364.906218
1622,149577.79423
1623,296130.151599
1624,177267.038005
1625,118673.73211
1626,167780.735372
1627,188936.03259
1628,258169.68297
1629,168840.464553
1630,371747.14944
1631,227240.58226
1632,244884.293122
1633,164951.065352
1634,187321.31594
1635,180630.60358
1636,154844.358933
1637,189772.087992
1638,201840.65614
1639,181409.028371
1640,255256.755954
1641,178810.372836
1642,223374.857406
1643,225486.229031
1644,227564.732201
1645,185333.688212
1646,155263.071589
1647,159036.296186
1648,128280.588316
1649,139973.678956
1650,112145.662065
1651,126734.395327
1652,102118.607518
1653,101105.359857
1654,144162.15545
1655,155455.438528
1656,146561.703996
1657,146848.518318
1658,144517.844179
1659,132278.642659
1660,151167.802764
1661,486720.957909
1662,425442.359359
1663,387477.587679
1664,502527.849993
1665,319919.670105
1666,311243.299708
1667,368823.005035
1668,340797.988243
1669,300239.434323
1670,354560.009909
1671,273640.42956
1672,547567.993735
1673,303270.151342
1674,253154.774908
1675,180463.25219
1676,181511.559312
1677,220482.515101
1678,503851.315642
1679,399351.350672
1680,352970.58339
1681,270851.494892
1682,272570.845035
1683,172744.977422
1684,175344.442554
1685,171792.835799
1686,166187.099947
1687,167233.290655
1688,190041.276051
1689,191972.735269
1690,188905.212455
1691,179853.443007
1692,252793.682045
1693,167508.215783
1694,181609.222628
1695,164088.550802
1696,292662.518897
1697,171410.728174
1698,370930.916947
1699,332076.193799
1700,243509.853882
1701,259767.679342
1702,253779.904848
1703,250346.968225
1704,287723.582838
1705,236157.460299
1706,499256.085639
1707,220877.629126
1708,203806.896402
1709,282896.809301
1710,226627.376093
1711,264963.090605
1712,253726.889157
1713,267678.698651
1714,213753.689623
1715,206167.573217
